22,"Sunday, 29 August (4:40 pm) ",Melbourne 15.13 (103) ,def. by ,North Melbourne 17.11 (113) ,"MCG (crowd: 31,064) ",Report
,,,,,,
FW1,"Saturday, 4 September 7:20 pm ",Collingwood 17.22 (124) ,def. ,Western Bulldogs 8.14 (62) ,"MCG (crowd: 66,545) ",Report
FW1,"Friday, 3 September 7:45 pm ",Geelong 11.13 (79) ,def. by ,St Kilda 12.11 (83) ,"MCG (crowd: 63,608) ",Report
FW1,"Sunday, 5 September 2:40 pm ",Sydney 14.15 (99) ,def. ,Carlton 13.16 (94) ,"ANZ Stadium (crowd: 41,596) ",Report
FW1,"Saturday, 4 September 1:20 pm ",Fremantle 14.10 (94) ,def. ,Hawthorn 8.16 (64) ,"Subiaco Oval (crowd: 42,719) ",Report
,,,,,,
FW2,"Saturday, 11 September 7:20 pm ",Western Bulldogs 11.11 (77) ,def. ,Sydney 10.12 (72) ,"MCG (crowd: 39,596) ",Report
FW2,"Friday, 10 September 7:45 pm ",Geelong 20.15 (135) ,def. ,Fremantle 10.6 (66) ,"MCG (crowd: 45,056) ",Report
,,,,,,
FW3,"Friday, 17 September 7:45 pm ",Collingwood 18.12 (120) ,def. ,Geelong 11.13 (79) ,"MCG (crowd: 95,241) ",Report
FW3,"Saturday, 18 September 7:20 pm ",St Kilda 13.10 (88) ,def. ,Western Bulldogs 8.16 (64) ,"MCG (crowd: 62,694) ",Report
,,,,,,
GF,25 September 14:30:00,Collingwood 9.14 (68),drew with ,St Kilda 10.8 (68),"MCG (Crowd: 100,016) ",Report
GF,2 October 14:30:00,Collingwood 16.12 (108),def. ,St Kilda 7.10 (52),"MCG (Crowd: 93,853) ",Report
