21,"Sunday, 19 August (12:40 pm) ",Port Adelaide 6.14 (50) ,def. by ,West Coast 14.14 (98) ,"AAMI Stadium (crowd: 13,683) "
21,"Sunday, 19 August (3:15 pm) ",Western Bulldogs 13.7 (85) ,def. by ,Sydney 26.11 (167) ,"Etihad Stadium (crowd: 19,396) "
21,"Sunday, 19 August (4:40 pm) ",Hawthorn 19.15 (129) ,def. ,Gold Coast 10.5 (65) ,"MCG (crowd: 23,098) "
,,,,,
22,"Friday, 24 August (7:50 pm) ",Richmond 13.24 (102) ,def. ,Essendon 8.9 (57) ,"MCG (crowd: 47,590) "
22,"Saturday, 25 August (1:45 pm) ",St Kilda 25.13 (163) ,def. ,Greater Western Sydney 5.5 (35) ,"Etihad Stadium (crowd: 17,327) "
22,"Saturday, 25 August (1:40 pm) ",Port Adelaide 14.9 (93) ,def. by ,Brisbane Lions 16.8 (104) ,"AAMI Stadium (crowd: 13,953) "
22,"Saturday, 25 August (4:40 pm) ",Sydney 14.11 (95) ,def. by ,Hawthorn 15.12 (102) ,"SCG (crowd: 31,167) "
22,"Saturday, 25 August (7:40 pm) ",Gold Coast 15.8 (98) ,def. ,Carlton 11.20 (86) ,"Metricon Stadium (crowd: 15,251) "
22,"Saturday, 25 August (5:40 pm) ",West Coast 15.17 (107) ,def. ,Collingwood 8.10 (58) ,"Patersons Stadium (crowd: 40,527) "
22,"Sunday, 26 August (1:10 pm) ",Geelong 16.11 (107) ,def. ,Western Bulldogs 11.7 (73) ,"Simonds Stadium (crowd: 18,047) "
22,"Sunday, 26 August (3:15 pm) ",North Melbourne 12.7 (79) ,def. by ,Fremantle 20.12 (132) ,"Etihad Stadium (crowd: 26,482) "
22,"Sunday, 26 August (4:40 pm) ",Melbourne 11.15 (81) ,def. by ,Adelaide 22.18 (150) ,"MCG (crowd: 18,450) "
,,,,,
23,"Friday, 31 August (7:50 pm) ",Hawthorn 14.11 (95) ,def. ,West Coast 10.10 (70) ,"MCG (crowd: 50,023) "
23,"Saturday, 1 Sep (1:45 pm) ",Geelong 17.10 (112) ,def. ,Sydney 11.12 (78) ,"Simonds Stadium (crowd: 20,045) "
23,"Saturday, 1 Sep (1:40 pm) ",Adelaide 22.21 (153) ,def. ,Gold Coast 9.8 (62) ,"AAMI Stadium (crowd: 35,463) "
23,"Saturday, 1 Sep (4:40 pm) ",Greater Western Sydney 11.11 (77) ,def. by ,North Melbourne 16.9 (105) ,"Škoda Stadium (crowd: 6,696) "
23,"Saturday, 1 Sep (5:40 pm) ",Fremantle 14.17 (101) ,def. ,Melbourne 5.10 (40) ,"Patersons Stadium (crowd: 32,687) "
23,"Saturday, 1 Sep (7:40 pm) ",Essendon 10.12 (72) ,def. by ,Collingwood 14.20 (104) ,"MCG (crowd: 56,491) "
23,"Sunday, 2 Sep (1:10 pm) ",Carlton 12.19 (91) ,def. by ,St Kilda 16.10 (106) ,"Etihad Stadium (crowd: 31,393) "
23,"Sunday, 2 Sep (3:15 pm) ",Richmond 16.10 (106) ,drew with ,Port Adelaide 16.10 (106) ,"MCG (crowd: 27,893) "
23,"Sunday, 2 Sep (4:40 pm) ",Brisbane Lions 19.14 (128) ,def. ,Western Bulldogs 9.7 (61) ,"The Gabba (crowd: 18,289) "
,,,,,
FW1,"Friday, 7 Sep (7:50 pm) ",Hawthorn 20.15 (135) ,def. ,Collingwood 15.7 (97) ,"MCG (crowd: 85,625) "
FW1,"Saturday, 8 Sep (2:45 pm) ",Adelaide 5.12 (42) ,def. by ,Sydney 11.5 (71) ,"AAMI Stadium (crowd: 44,869) "
FW1,"Saturday, 8 Sep (7:45 pm) ",Geelong 11.14 (80) ,def. by ,Fremantle 14.12 (96) ,"MCG (crowd: 44,460) "
FW1,"Sunday, 9 Sep (1:15 pm) ",West Coast 24.18 (162) ,def. ,North Melbourne 9.12 (66) ,"Patersons Stadium (crowd: 41,790) "
,,,,,
FW2,"Friday, 14 Sep (8:15 pm) ",Adelaide 12.9 (81) ,def. ,Fremantle 11.5 (71) ,"AAMI Stadium (crowd: 31,742) "
FW2,"Saturday, 15 Sep (7:45 pm) ",Collingwood 10.13 (73) ,def. ,West Coast 9.6 (60) ,"MCG (crowd: 65,483) "
,,,,,
FW3,"Friday, 21 Sep (7:45 pm) ",Sydney 13.18 (96) ,def. ,Collingwood 10.10 (70) ,"ANZ Stadium (crowd: 57,156) "
FW3,"Saturday, 22 Sep (5:15 pm) ",Hawthorn 13.19 (97) ,def. ,Adelaide 14.8 (92) ,"MCG (crowd: 69,146) "
,,,,,
GF,"Saturday, 29 September (2:30 pm) ",Hawthorn 11.15 (81),def. by ,Sydney 14.7 (91),"MCG (Crowd: 99,683)"
